Transaction_Date,Sale_Amount,Store_Location,State,Territory_Manager
2022-01-21,8.0,South Portland,Maine,Erbayne Middleton
2022-01-21,8.45,South Portland,Maine,Erbayne Middleton
2022-01-21,26.52,Atlantic City,New Jersey,Miami Vue
2022-01-22,10.16,Clifton,New Jersey,Miami Vue
2022-01-22,343.97,Passaic,New Jersey,Miami Vue
2022-01-22,205.8,Newark,New Jersey,Miami Vue
2022-01-22,17.7,New Brunswick,New Jersey,Miami Vue
2022-01-22,132.9,Morristown,New Jersey,Miami Vue
2022-01-22,701.88,Montclair,New Jersey,Miami Vue
2022-01-22,26.52,Paterson,New Jersey,Miami Vue
2022-01-22,8.36,Cape May,New Jersey,Miami Vue
2022-01-22,8.0,Passaic,New Jersey,Miami Vue
2022-01-22,837.28,Bayonne,New Jersey,Miami Vue
2022-01-22,13.13,Atlantic City,New Jersey,Miami Vue
2022-01-22,232.4,South Portland,Maine,Erbayne Middleton
2022-01-22,281.43,South Portland,Maine,Erbayne Middleton
2022-01-22,76.36,Kennebunkport,Maine,Erbayne Middleton
2022-01-22,171.9,Bar Harbor,Maine,Erbayne Middleton
2022-01-22,114.71,Bar Harbor,Maine,Erbayne Middleton
2022-01-22,4.32,Bangor,Maine,Erbayne Middleton
2022-01-22,14.6,Cape May,New Jersey,Miami Vue
2022-01-23,9.95,Vineland,New Jersey,Miami Vue
2022-01-23,61.14,Vineland,New Jersey,Miami Vue
2022-01-23,32.64,Trenton,New Jersey,Miami Vue
2022-01-23,25.45,Trenton,New Jersey,Miami Vue
2022-01-23,7.85,Newark,New Jersey,Miami Vue
2022-01-23,63.7,Jersey City,New Jersey,Miami Vue
2022-01-23,12.4,Hoboken,New Jersey,Miami Vue
2022-01-23,9.09,East Orange,New Jersey,Miami Vue
2022-01-23,9.45,Clifton,New Jersey,Miami Vue
2022-01-23,13.13,Clifton,New Jersey,Miami Vue
2022-01-23,111.6,Cape May,New Jersey,Miami Vue
2022-01-23,4.32,Bayonne,New Jersey,Miami Vue
2022-01-23,152.4,Kennebunkport,Maine,Erbayne Middleton
2022-01-23,2.88,Bar Harbor,Maine,Erbayne Middleton
2022-01-23,9.95,Bangor,Maine,Erbayne Middleton
2022-01-23,44.5,East Orange,New Jersey,Miami Vue
2022-01-24,65.5,Hackensack,New Jersey,Miami Vue
2022-01-24,25.45,Hoboken,New Jersey,Miami Vue
2022-01-24,76.36,Jersey City,New Jersey,Miami Vue
2022-01-24,28.92,Jersey City,New Jersey,Miami Vue
2022-01-24,44.0,Paterson,New Jersey,Miami Vue
2022-01-24,134.8,Morristown,New Jersey,Miami Vue
2022-01-24,60.72,Passaic,New Jersey,Miami Vue
2022-01-24,9.95,Trenton,New Jersey,Miami Vue
2022-01-24,13.13,East Orange,New Jersey,Miami Vue
2022-01-24,10.1,Montclair,New Jersey,Miami Vue
2022-01-24,12.12,East Orange,New Jersey,Miami Vue
2022-01-24,20.36,Bayonne,New Jersey,Miami Vue
2022-01-24,2.4,Clifton,New Jersey,Miami Vue
2022-01-24,68.88,Bayonne,New Jersey,Miami Vue
2022-01-24,119.28,Atlantic City,New Jersey,Miami Vue
2022-01-24,76.53,South Portland,Maine,Erbayne Middleton
2022-01-24,144.0,Lewiston,Maine,Erbayne Middleton
2022-01-24,19.48,Kennebunkport,Maine,Erbayne Middleton
2022-01-24,75.88,Kennebunkport,Maine,Erbayne Middleton
2022-01-24,31.89,Bar Harbor,Maine,Erbayne Middleton
2022-01-24,28.92,Bangor,Maine,Erbayne Middleton
2022-01-24,2.4,Bangor,Maine,Erbayne Middleton
2022-01-25,15.35,Trenton,New Jersey,Miami Vue
2022-01-25,12.4,Trenton,New Jersey,Miami Vue
2022-01-25,134.56,Trenton,New Jersey,Miami Vue
2022-01-25,66.0,Passaic,New Jersey,Miami Vue
2022-01-25,206.16,Passaic,New Jersey,Miami Vue
2022-01-25,133.1,Morristown,New Jersey,Miami Vue
2022-01-25,13.13,East Orange,New Jersey,Miami Vue
2022-01-25,13.13,East Orange,New Jersey,Miami Vue
2022-01-25,6.0,Clifton,New Jersey,Miami Vue
2022-01-25,134.56,Atlantic City,New Jersey,Miami Vue
2022-01-25,5.24,Bar Harbor,Maine,Erbayne Middleton
2022-01-25,111.6,Montclair,New Jersey,Miami Vue
2022-01-26,13.13,Hoboken,New Jersey,Miami Vue
2022-01-26,29.3,Hoboken,New Jersey,Miami Vue
2022-01-26,165.5,Morristown,New Jersey,Miami Vue
2022-01-26,1275.44,Newark,New Jersey,Miami Vue
2022-01-26,715.0,Newark,New Jersey,Miami Vue
2022-01-26,27.52,Trenton,New Jersey,Miami Vue
2022-01-26,318.96,Trenton,New Jersey,Miami Vue
2022-01-26,29.3,Trenton,New Jersey,Miami Vue
2022-01-26,213.82,Vineland,New Jersey,Miami Vue
2022-01-26,101.96,Paterson,New Jersey,Miami Vue
2022-01-26,28.69,Hackensack,New Jersey,Miami Vue
2022-01-26,213.82,South Portland,Maine,Erbayne Middleton
2022-01-26,25.45,Clifton,New Jersey,Miami Vue
2022-01-26,114.71,Cape May,New Jersey,Miami Vue
2022-01-26,17.7,Atlantic City,New Jersey,Miami Vue
2022-01-26,6.52,South Portland,Maine,Erbayne Middleton
2022-01-26,68.88,Lewiston,Maine,Erbayne Middleton
2022-01-26,20.36,Kennebunkport,Maine,Erbayne Middleton
2022-01-26,108.33,Bar Harbor,Maine,Erbayne Middleton
2022-01-26,191.95,Bangor,Maine,Erbayne Middleton
2022-01-26,28.92,Clifton,New Jersey,Miami Vue
2022-01-26,6.85,Kennebunkport,Maine,Erbayne Middleton
2022-01-27,50.96,New Brunswick,New Jersey,Miami Vue
2022-01-27,9.09,Passaic,New Jersey,Miami Vue
2022-01-27,355.92,Newark,New Jersey,Miami Vue
2022-01-27,7.85,Newark,New Jersey,Miami Vue
2022-01-27,25.45,Newark,New Jersey,Miami Vue
2022-01-27,1317.7,South Portland,Maine,Erbayne Middleton
2022-01-27,6.0,Paterson,New Jersey,Miami Vue
2022-01-27,6.0,Trenton,New Jersey,Miami Vue
2022-01-27,1061.14,Vineland,New Jersey,Miami Vue
2022-01-27,68.88,New Brunswick,New Jersey,Miami Vue
2022-01-27,14.6,Passaic,New Jersey,Miami Vue
2022-01-27,28.69,Morristown,New Jersey,Miami Vue
2022-01-27,7.0,Kennebunkport,Maine,Erbayne Middleton
2022-01-27,52.9,Hackensack,New Jersey,Miami Vue
2022-01-27,26.52,Montclair,New Jersey,Miami Vue
2022-01-27,219.3,Lewiston,Maine,Erbayne Middleton
2022-01-27,188.2,Orono,Maine,Erbayne Middleton
2022-01-27,6.0,South Portland,Maine,Erbayne Middleton
2022-01-27,76.53,Bangor,Maine,Erbayne Middleton
2022-01-27,74.28,Bayonne,New Jersey,Miami Vue
2022-01-27,698.8,Cape May,New Jersey,Miami Vue
2022-01-27,74.28,Clifton,New Jersey,Miami Vue
2022-01-27,10.16,Atlantic City,New Jersey,Miami Vue
2022-01-28,133.1,Vineland,New Jersey,Miami Vue
2022-01-28,51.96,New Brunswick,New Jersey,Miami Vue
2022-01-28,111.6,Trenton,New Jersey,Miami Vue
2022-01-28,12.88,Trenton,New Jersey,Miami Vue
2022-01-28,27.52,Paterson,New Jersey,Miami Vue
2022-01-28,11.0,Paterson,New Jersey,Miami Vue
2022-01-28,171.9,Paterson,New Jersey,Miami Vue
2022-01-28,7.0,Newark,New Jersey,Miami Vue
2022-01-28,17.7,Newark,New Jersey,Miami Vue
2022-01-28,903.9,New Brunswick,New Jersey,Miami Vue
2022-01-28,52.96,East Orange,New Jersey,Miami Vue
2022-01-28,5.24,Hoboken,New Jersey,Miami Vue
2022-01-28,96.28,Hackensack,New Jersey,Miami Vue
2022-01-28,57.12,Cape May,New Jersey,Miami Vue
2022-01-28,28.92,Atlantic City,New Jersey,Miami Vue
2022-01-28,1717.7,Atlantic City,New Jersey,Miami Vue
2022-01-28,101.96,Atlantic City,New Jersey,Miami Vue
2022-01-28,12.7,Orono,Maine,Erbayne Middleton
2022-01-28,18.0,Kennebunkport,Maine,Erbayne Middleton
2022-01-28,40.55,Kennebunkport,Maine,Erbayne Middleton
2022-01-28,57.7,Jersey City,New Jersey,Miami Vue
2022-01-29,1291.71,Montclair,New Jersey,Miami Vue
2022-01-29,346.68,Hoboken,New Jersey,Miami Vue
2022-01-29,7.85,Hoboken,New Jersey,Miami Vue
2022-01-29,120.82,New Brunswick,New Jersey,Miami Vue
2022-01-29,7.0,East Orange,New Jersey,Miami Vue
2022-01-29,34.64,Newark,New Jersey,Miami Vue
2022-01-29,34.64,Newark,New Jersey,Miami Vue
2022-01-29,217.34,Trenton,New Jersey,Miami Vue
2022-01-29,34.14,Newark,New Jersey,Miami Vue
2022-01-29,8.36,Clifton,New Jersey,Miami Vue
2022-01-29,189.0,Paterson,New Jersey,Miami Vue
2022-01-29,2.4,Cape May,New Jersey,Miami Vue
2022-01-29,57.7,Cape May,New Jersey,Miami Vue
2022-01-29,20.36,South Portland,Maine,Erbayne Middleton
2022-01-29,6.02,Orono,Maine,Erbayne Middleton
2022-01-29,303.52,Lewiston,Maine,Erbayne Middleton
2022-01-29,26.52,Kennebunkport,Maine,Erbayne Middleton
2022-01-29,23.44,Kennebunkport,Maine,Erbayne Middleton
2022-01-29,17.7,Bar Harbor,Maine,Erbayne Middleton
2022-01-29,4.32,Bangor,Maine,Erbayne Middleton
2022-01-29,7.0,Clifton,New Jersey,Miami Vue
2022-01-30,701.88,Montclair,New Jersey,Miami Vue
2022-01-30,60.72,Montclair,New Jersey,Miami Vue
2022-01-30,228.77,Montclair,New Jersey,Miami Vue
2022-01-30,7.85,Morristown,New Jersey,Miami Vue
2022-01-30,88.42,Newark,New Jersey,Miami Vue
2022-01-30,10.16,Trenton,New Jersey,Miami Vue
2022-01-30,119.81,Paterson,New Jersey,Miami Vue
2022-01-30,244.9,Paterson,New Jersey,Miami Vue
2022-01-30,206.16,Trenton,New Jersey,Miami Vue
2022-01-30,9.45,Jersey City,New Jersey,Miami Vue
2022-01-30,63.7,Newark,New Jersey,Miami Vue
2022-01-30,52.4,Hoboken,New Jersey,Miami Vue
2022-01-30,201.8,Vineland,New Jersey,Miami Vue
2022-01-30,114.71,East Orange,New Jersey,Miami Vue
2022-01-30,13.13,Bangor,Maine,Erbayne Middleton
2022-01-30,312.7,Bar Harbor,Maine,Erbayne Middleton
2022-01-30,166.0,Bar Harbor,Maine,Erbayne Middleton
2022-01-30,12.15,Bar Harbor,Maine,Erbayne Middleton
2022-01-30,1250.96,Kennebunkport,Maine,Erbayne Middleton
2022-01-30,206.16,East Orange,New Jersey,Miami Vue
2022-01-30,76.36,Lewiston,Maine,Erbayne Middleton
2022-01-30,265.07,Atlantic City,New Jersey,Miami Vue
2022-01-30,61.14,Bayonne,New Jersey,Miami Vue
2022-01-30,26.52,Cape May,New Jersey,Miami Vue
2022-01-30,48.0,Kennebunkport,Maine,Erbayne Middleton
2022-01-31,63.7,Morristown,New Jersey,Miami Vue
2022-01-31,1317.7,Vineland,New Jersey,Miami Vue
2022-01-31,10.16,Trenton,New Jersey,Miami Vue
2022-01-31,20.36,Trenton,New Jersey,Miami Vue
2022-01-31,19.36,Trenton,New Jersey,Miami Vue
2022-01-31,6.52,Paterson,New Jersey,Miami Vue
2022-01-31,74.28,Paterson,New Jersey,Miami Vue
2022-01-31,136.12,Passaic,New Jersey,Miami Vue
2022-01-31,10.1,Newark,New Jersey,Miami Vue
2022-01-31,57.7,Morristown,New Jersey,Miami Vue
2022-01-31,188.2,Vineland,New Jersey,Miami Vue
2022-01-31,343.97,Morristown,New Jersey,Miami Vue
2022-01-31,182.25,Bayonne,New Jersey,Miami Vue
2022-01-31,20.36,Bayonne,New Jersey,Miami Vue
2022-01-31,7.85,Atlantic City,New Jersey,Miami Vue
2022-01-31,61.14,Kennebunkport,Maine,Erbayne Middleton
2022-01-31,132.3,Bar Harbor,Maine,Erbayne Middleton
2022-01-31,24.2,Bar Harbor,Maine,Erbayne Middleton
2022-01-31,24.2,Bar Harbor,Maine,Erbayne Middleton
2022-01-31,26.4,Bar Harbor,Maine,Erbayne Middleton
2022-01-31,6.0,Bangor,Maine,Erbayne Middleton
2022-01-31,1294.3,Hackensack,New Jersey,Miami Vue
2022-02-01,126.18,Morristown,New Jersey,Miami Vue
2022-02-01,12.4,New Brunswick,New Jersey,Miami Vue
2022-02-01,20.36,Newark,New Jersey,Miami Vue
2022-02-01,8.45,Newark,New Jersey,Miami Vue
2022-02-01,24.2,Newark,New Jersey,Miami Vue
2022-02-01,961.14,Vineland,New Jersey,Miami Vue
2022-02-01,52.9,Paterson,New Jersey,Miami Vue
2022-02-01,39.75,Paterson,New Jersey,Miami Vue
2022-02-01,20.36,Trenton,New Jersey,Miami Vue
2022-02-01,253.4,Jersey City,New Jersey,Miami Vue
2022-02-01,24.2,Newark,New Jersey,Miami Vue
2022-02-01,19.36,East Orange,New Jersey,Miami Vue
2022-02-01,9.09,Lewiston,Maine,Erbayne Middleton
2022-02-01,19.36,Clifton,New Jersey,Miami Vue
2022-02-01,19.36,East Orange,New Jersey,Miami Vue
2022-02-01,28.69,Bar Harbor,Maine,Erbayne Middleton
2022-02-01,132.9,Orono,Maine,Erbayne Middleton
2022-02-01,12.12,South Portland,Maine,Erbayne Middleton
2022-02-01,903.9,Bangor,Maine,Erbayne Middleton
2022-02-01,228.3,Bayonne,New Jersey,Miami Vue
2022-02-01,10.1,Cape May,New Jersey,Miami Vue
2022-02-01,65.5,Cape May,New Jersey,Miami Vue
2022-02-01,20.32,Clifton,New Jersey,Miami Vue
2022-02-01,9.09,Atlantic City,New Jersey,Miami Vue
2022-02-02,13.13,Trenton,New Jersey,Miami Vue
2022-02-02,14.32,Trenton,New Jersey,Miami Vue
2022-02-02,652.9,Trenton,New Jersey,Miami Vue
2022-02-02,111.9,Paterson,New Jersey,Miami Vue
2022-02-02,157.28,Paterson,New Jersey,Miami Vue
2022-02-02,19.48,Passaic,New Jersey,Miami Vue
2022-02-02,10.1,Passaic,New Jersey,Miami Vue
2022-02-02,110.25,Newark,New Jersey,Miami Vue
2022-02-02,171.9,Newark,New Jersey,Miami Vue
2022-02-02,57.7,New Brunswick,New Jersey,Miami Vue
2022-02-02,241.4,Morristown,New Jersey,Miami Vue
2022-02-02,12.4,New Brunswick,New Jersey,Miami Vue
2022-02-02,24.28,Jersey City,New Jersey,Miami Vue
2022-02-02,228.3,Montclair,New Jersey,Miami Vue
2022-02-02,961.14,Bangor,Maine,Erbayne Middleton
2022-02-02,715.0,Lewiston,Maine,Erbayne Middleton
2022-02-02,1275.44,Atlantic City,New Jersey,Miami Vue
2022-02-02,12.12,Bayonne,New Jersey,Miami Vue
2022-02-02,19.36,Lewiston,Maine,Erbayne Middleton
2022-02-02,25.0,Cape May,New Jersey,Miami Vue
2022-02-02,63.7,Clifton,New Jersey,Miami Vue
2022-02-02,47.61,East Orange,New Jersey,Miami Vue
2022-02-02,204.58,Jersey City,New Jersey,Miami Vue
2022-02-02,12.12,Bayonne,New Jersey,Miami Vue
2022-02-03,318.96,Newark,New Jersey,Miami Vue
2022-02-03,152.4,Montclair,New Jersey,Miami Vue
2022-02-03,171.9,Morristown,New Jersey,Miami Vue
2022-02-03,50.96,New Brunswick,New Jersey,Miami Vue
2022-02-03,244.9,New Brunswick,New Jersey,Miami Vue
2022-02-03,272.24,Passaic,New Jersey,Miami Vue
2022-02-03,171.9,Trenton,New Jersey,Miami Vue
2022-02-03,33.13,Paterson,New Jersey,Miami Vue
2022-02-03,771.36,Paterson,New Jersey,Miami Vue
2022-02-03,76.4,Vineland,New Jersey,Miami Vue
2022-02-03,6.52,Paterson,New Jersey,Miami Vue
2022-02-03,17.7,Trenton,New Jersey,Miami Vue
2022-02-03,25.0,Montclair,New Jersey,Miami Vue
2022-02-03,33.1,Passaic,New Jersey,Miami Vue
2022-02-03,144.4,Hoboken,New Jersey,Miami Vue
2022-02-03,134.8,Kennebunkport,Maine,Erbayne Middleton
2022-02-03,265.07,East Orange,New Jersey,Miami Vue
2022-02-03,237.28,Bangor,Maine,Erbayne Middleton
2022-02-03,28.92,Bangor,Maine,Erbayne Middleton
2022-02-03,134.8,Bar Harbor,Maine,Erbayne Middleton
2022-02-03,6.0,Kennebunkport,Maine,Erbayne Middleton
2022-02-03,134.56,Lewiston,Maine,Erbayne Middleton
2022-02-03,171.9,Lewiston,Maine,Erbayne Middleton
2022-02-03,233.92,Hackensack,New Jersey,Miami Vue
2022-02-03,77.36,Orono,Maine,Erbayne Middleton
2022-02-03,32.11,Atlantic City,New Jersey,Miami Vue
2022-02-03,9.09,Bayonne,New Jersey,Miami Vue
2022-02-03,24.33,Cape May,New Jersey,Miami Vue
2022-02-03,209.24,Clifton,New Jersey,Miami Vue
2022-02-03,1717.7,East Orange,New Jersey,Miami Vue
2022-02-03,192.26,Lewiston,Maine,Erbayne Middleton
2022-02-04,12.12,Jersey City,New Jersey,Miami Vue
2022-02-04,26.52,Montclair,New Jersey,Miami Vue
2022-02-04,28.36,Passaic,New Jersey,Miami Vue
2022-02-04,12.12,Paterson,New Jersey,Miami Vue
2022-02-04,272.24,Paterson,New Jersey,Miami Vue
2022-02-04,253.4,Hackensack,New Jersey,Miami Vue
2022-02-04,192.26,Trenton,New Jersey,Miami Vue
2022-02-04,30.16,Vineland,New Jersey,Miami Vue
2022-02-04,28.0,Passaic,New Jersey,Miami Vue
2022-02-04,1317.7,Hackensack,New Jersey,Miami Vue
2022-02-04,75.42,Jersey City,New Jersey,Miami Vue
2022-02-04,6.02,Clifton,New Jersey,Miami Vue
2022-02-04,39.75,Cape May,New Jersey,Miami Vue
2022-02-04,57.7,South Portland,Maine,Erbayne Middleton
2022-02-04,40.55,South Portland,Maine,Erbayne Middleton
2022-02-04,9.09,South Portland,Maine,Erbayne Middleton
2022-02-04,9.09,South Portland,Maine,Erbayne Middleton
2022-02-04,1257.12,Orono,Maine,Erbayne Middleton
2022-02-04,1291.71,Orono,Maine,Erbayne Middleton
2022-02-04,336.48,Lewiston,Maine,Erbayne Middleton
2022-02-04,61.14,Bar Harbor,Maine,Erbayne Middleton
2022-02-04,112.0,East Orange,New Jersey,Miami Vue
2022-02-05,228.3,Montclair,New Jersey,Miami Vue
2022-02-05,26.52,New Brunswick,New Jersey,Miami Vue
2022-02-05,57.7,New Brunswick,New Jersey,Miami Vue
2022-02-05,2.4,Newark,New Jersey,Miami Vue
2022-02-05,165.5,Newark,New Jersey,Miami Vue
2022-02-05,343.97,Montclair,New Jersey,Miami Vue
2022-02-05,71.74,Passaic,New Jersey,Miami Vue
2022-02-05,9.09,Paterson,New Jersey,Miami Vue
2022-02-05,9.45,Trenton,New Jersey,Miami Vue
2022-02-05,52.96,Vineland,New Jersey,Miami Vue
2022-02-05,20.36,Newark,New Jersey,Miami Vue
2022-02-05,20.36,Trenton,New Jersey,Miami Vue
2022-02-05,152.4,Hoboken,New Jersey,Miami Vue
2022-02-05,68.88,Cape May,New Jersey,Miami Vue
2022-02-05,12.0,Hoboken,New Jersey,Miami Vue
2022-02-05,6.02,Bar Harbor,Maine,Erbayne Middleton
2022-02-05,12.12,Bar Harbor,Maine,Erbayne Middleton
2022-02-05,4.32,Kennebunkport,Maine,Erbayne Middleton
2022-02-05,76.36,Orono,Maine,Erbayne Middleton
2022-02-05,798.8,Bar Harbor,Maine,Erbayne Middleton
2022-02-05,12.12,South Portland,Maine,Erbayne Middleton
2022-02-05,39.72,South Portland,Maine,Erbayne Middleton
2022-02-05,39.72,South Portland,Maine,Erbayne Middleton
2022-02-05,201.8,Atlantic City,New Jersey,Miami Vue
2022-02-05,6.0,Orono,Maine,Erbayne Middleton
2022-02-06,28.69,Vineland,New Jersey,Miami Vue
2022-02-06,134.8,Trenton,New Jersey,Miami Vue
2022-02-06,17.7,Paterson,New Jersey,Miami Vue
2022-02-06,133.1,Passaic,New Jersey,Miami Vue
2022-02-06,119.81,Passaic,New Jersey,Miami Vue
2022-02-06,57.7,Newark,New Jersey,Miami Vue
2022-02-06,178.8,New Brunswick,New Jersey,Miami Vue
2022-02-06,6.52,New Brunswick,New Jersey,Miami Vue
2022-02-06,39.72,Morristown,New Jersey,Miami Vue
2022-02-06,39.72,Morristown,New Jersey,Miami Vue
2022-02-06,622.32,Hoboken,New Jersey,Miami Vue
2022-02-06,47.61,East Orange,New Jersey,Miami Vue
2022-02-06,20.36,East Orange,New Jersey,Miami Vue
2022-02-06,51.96,Clifton,New Jersey,Miami Vue
2022-02-06,57.12,Bayonne,New Jersey,Miami Vue
2022-02-06,101.96,Atlantic City,New Jersey,Miami Vue
2022-02-06,883.48,South Portland,Maine,Erbayne Middleton
2022-02-06,164.2,Bar Harbor,Maine,Erbayne Middleton
2022-02-06,74.5,Bangor,Maine,Erbayne Middleton
2022-02-06,26.4,Hoboken,New Jersey,Miami Vue
2022-02-07,6.02,Morristown,New Jersey,Miami Vue
2022-02-07,18.0,Morristown,New Jersey,Miami Vue
2022-02-07,215.77,Morristown,New Jersey,Miami Vue
2022-02-07,48.96,Newark,New Jersey,Miami Vue
2022-02-07,12.12,Newark,New Jersey,Miami Vue
2022-02-07,6.02,Newark,New Jersey,Miami Vue
2022-02-07,6.02,Trenton,New Jersey,Miami Vue
2022-02-07,32.64,Passaic,New Jersey,Miami Vue
2022-02-07,8.36,Passaic,New Jersey,Miami Vue
2022-02-07,1317.7,Paterson,New Jersey,Miami Vue
2022-02-07,77.36,Vineland,New Jersey,Miami Vue
2022-02-07,20.36,Vineland,New Jersey,Miami Vue
2022-02-07,26.4,Montclair,New Jersey,Miami Vue
2022-02-07,715.0,Passaic,New Jersey,Miami Vue
2022-02-07,9.09,Montclair,New Jersey,Miami Vue
2022-02-07,9.09,Montclair,New Jersey,Miami Vue
2022-02-07,12.0,Bangor,Maine,Erbayne Middleton
2022-02-07,48.0,Montclair,New Jersey,Miami Vue
2022-02-07,5.0,Bangor,Maine,Erbayne Middleton
2022-02-07,7.85,Bangor,Maine,Erbayne Middleton
2022-02-07,57.7,Bar Harbor,Maine,Erbayne Middleton
2022-02-07,44.0,Lewiston,Maine,Erbayne Middleton
2022-02-07,14.0,Orono,Maine,Erbayne Middleton
2022-02-07,10.16,South Portland,Maine,Erbayne Middleton
2022-02-07,6.0,Lewiston,Maine,Erbayne Middleton
2022-02-07,12.12,Bayonne,New Jersey,Miami Vue
2022-02-07,77.81,Clifton,New Jersey,Miami Vue
2022-02-07,13.13,East Orange,New Jersey,Miami Vue
2022-02-07,76.36,Hackensack,New Jersey,Miami Vue
2022-02-07,17.7,Hoboken,New Jersey,Miami Vue
2022-02-07,17.7,Jersey City,New Jersey,Miami Vue
2022-02-07,76.4,Atlantic City,New Jersey,Miami Vue
2022-02-08,24.33,Newark,New Jersey,Miami Vue
2022-02-08,9.95,Morristown,New Jersey,Miami Vue
2022-02-08,8.45,Newark,New Jersey,Miami Vue
2022-02-08,24.33,Newark,New Jersey,Miami Vue
2022-02-08,19.36,Passaic,New Jersey,Miami Vue
2022-02-08,69.11,Jersey City,New Jersey,Miami Vue
2022-02-08,66.0,Paterson,New Jersey,Miami Vue
2022-02-08,752.82,Trenton,New Jersey,Miami Vue
2022-02-08,30.62,Trenton,New Jersey,Miami Vue
2022-02-08,119.81,Vineland,New Jersey,Miami Vue
2022-02-08,68.88,Morristown,New Jersey,Miami Vue
2022-02-08,61.14,Passaic,New Jersey,Miami Vue
2022-02-08,155.0,Montclair,New Jersey,Miami Vue
2022-02-08,12.0,Atlantic City,New Jersey,Miami Vue
2022-02-08,63.7,Lewiston,Maine,Erbayne Middleton
2022-02-08,1317.7,Jersey City,New Jersey,Miami Vue
2022-02-08,206.16,Hoboken,New Jersey,Miami Vue
2022-02-08,12.32,Hoboken,New Jersey,Miami Vue
2022-02-08,134.8,Clifton,New Jersey,Miami Vue
2022-02-08,76.36,South Portland,Maine,Erbayne Middleton
2022-02-08,9.45,Orono,Maine,Erbayne Middleton
2022-02-08,171.9,Montclair,New Jersey,Miami Vue
2022-02-08,57.7,Lewiston,Maine,Erbayne Middleton
2022-02-08,157.28,Lewiston,Maine,Erbayne Middleton
2022-02-08,25.45,Bar Harbor,Maine,Erbayne Middleton
2022-02-08,20.36,Bangor,Maine,Erbayne Middleton
2022-02-09,126.18,Newark,New Jersey,Miami Vue
2022-02-09,52.9,New Brunswick,New Jersey,Miami Vue
2022-02-09,33.1,Montclair,New Jersey,Miami Vue
2022-02-09,12.12,Newark,New Jersey,Miami Vue
2022-02-09,33.1,Montclair,New Jersey,Miami Vue
2022-02-09,12.4,Newark,New Jersey,Miami Vue
2022-02-09,24.28,Hoboken,New Jersey,Miami Vue
2022-02-09,32.64,Paterson,New Jersey,Miami Vue
2022-02-09,20.36,Trenton,New Jersey,Miami Vue
2022-02-09,195.3,Trenton,New Jersey,Miami Vue
2022-02-09,39.75,Trenton,New Jersey,Miami Vue
2022-02-09,2.4,Trenton,New Jersey,Miami Vue
2022-02-09,6.85,Montclair,New Jersey,Miami Vue
2022-02-09,20.32,Newark,New Jersey,Miami Vue
2022-02-09,12.7,Jersey City,New Jersey,Miami Vue
2022-02-09,206.16,Clifton,New Jersey,Miami Vue
2022-02-09,61.14,Jersey City,New Jersey,Miami Vue
2022-02-09,48.96,Jersey City,New Jersey,Miami Vue
2022-02-09,6.0,Orono,Maine,Erbayne Middleton
2022-02-09,12.12,South Portland,Maine,Erbayne Middleton
2022-02-09,12.12,South Portland,Maine,Erbayne Middleton
2022-02-09,11.0,Atlantic City,New Jersey,Miami Vue
2022-02-09,296.6,Cape May,New Jersey,Miami Vue
2022-02-09,20.32,South Portland,Maine,Erbayne Middleton
2022-02-09,2.4,East Orange,New Jersey,Miami Vue
2022-02-09,903.9,Hackensack,New Jersey,Miami Vue
2022-02-09,12.15,Hackensack,New Jersey,Miami Vue
2022-02-09,115.28,Hackensack,New Jersey,Miami Vue
2022-02-09,20.36,Lewiston,Maine,Erbayne Middleton
2022-02-09,6.0,Cape May,New Jersey,Miami Vue
2022-02-10,6.02,Vineland,New Jersey,Miami Vue
2022-02-10,216.9,Montclair,New Jersey,Miami Vue
2022-02-10,28.92,New Brunswick,New Jersey,Miami Vue
2022-02-10,28.0,New Brunswick,New Jersey,Miami Vue
2022-02-10,6.52,Trenton,New Jersey,Miami Vue
2022-02-10,26.52,Newark,New Jersey,Miami Vue
2022-02-10,6.0,Trenton,New Jersey,Miami Vue
2022-02-10,8.0,Trenton,New Jersey,Miami Vue
2022-02-10,159.58,Montclair,New Jersey,Miami Vue
2022-02-10,201.8,New Brunswick,New Jersey,Miami Vue
2022-02-10,74.28,Jersey City,New Jersey,Miami Vue
2022-02-10,4.32,East Orange,New Jersey,Miami Vue
2022-02-10,17.7,Hackensack,New Jersey,Miami Vue
2022-02-10,5.0,Hoboken,New Jersey,Miami Vue
2022-02-10,24.28,Kennebunkport,Maine,Erbayne Middleton
2022-02-10,33.13,Atlantic City,New Jersey,Miami Vue
2022-02-10,55.0,Atlantic City,New Jersey,Miami Vue
2022-02-10,119.28,Kennebunkport,Maine,Erbayne Middleton
2022-02-10,23.44,Atlantic City,New Jersey,Miami Vue
2022-02-10,144.0,Bayonne,New Jersey,Miami Vue
2022-02-10,4.0,East Orange,New Jersey,Miami Vue
2022-02-10,23.44,Atlantic City,New Jersey,Miami Vue
2022-02-11,71.74,Newark,New Jersey,Miami Vue
